debtor_id,recommended_channel,confidence,needs_human_review,action
D100007,email,0.723,False,Auto-contact via email
D101803,email,0.723,False,Auto-contact via email
D101173,email,0.723,False,Auto-contact via email
D101749,sms,0.773,False,Auto-contact via sms
D100284,email,0.513,True,Flag for human review
D100278,email,0.513,True,Flag for human review
D102938,email,0.959,False,Auto-contact via email
D101965,sms,0.667,False,Auto-contact via sms
D101853,email,0.513,True,Flag for human review
D103090,sms,0.526,True,Flag for human review
D100493,email,0.723,False,Auto-contact via email
D101913,email,0.8,False,Auto-contact via email
D102141,email,0.611,False,Auto-contact via email
D102065,post,0.706,False,Auto-contact via post
D102060,email,0.723,False,Auto-contact via email
D103159,email,0.723,False,Auto-contact via email
D103036,email,0.513,True,Flag for human review
D101953,post,0.706,False,Auto-contact via post
D100638,email,0.611,False,Auto-contact via email
D102822,email,0.405,True,Flag for human review
D101671,email,0.513,True,Flag for human review
D101541,sms,0.789,False,Auto-contact via sms
D101258,email,0.723,False,Auto-contact via email
D101181,sms,0.47,True,Flag for human review
D100450,sms,0.526,True,Flag for human review
D103104,email,0.723,False,Auto-contact via email
D103574,email,0.513,True,Flag for human review
D100060,email,0.723,False,Auto-contact via email
D101354,post,0.529,True,Flag for human review
D103303,email,0.513,True,Flag for human review
D103320,email,0.513,True,Flag for human review
D103692,email,0.513,True,Flag for human review
D100788,email,0.513,True,Flag for human review
D102405,email,0.513,True,Flag for human review
D100864,email,0.595,True,Flag for human review
D102486,email,0.513,True,Flag for human review
D101510,sms,0.655,False,Auto-contact via sms
D101476,email,0.697,False,Auto-contact via email
D103494,sms,0.47,True,Flag for human review
D101456,email,0.595,True,Flag for human review
D101486,email,0.513,True,Flag for human review
D100728,email,0.723,False,Auto-contact via email
D102575,email,0.513,True,Flag for human review
D100687,post,0.515,True,Flag for human review
D102741,email,0.723,False,Auto-contact via email
D100197,email,0.513,True,Flag for human review
D102592,email,0.538,True,Flag for human review
D101318,email,0.513,True,Flag for human review
D103389,email,0.697,False,Auto-contact via email
D101966,email,0.8,False,Auto-contact via email
D102907,email,0.513,True,Flag for human review
D103759,sms,0.773,False,Auto-contact via sms
D101075,email,0.513,True,Flag for human review
D102018,email,0.723,False,Auto-contact via email
D103788,email,1.0,False,Auto-contact via email
D103050,email,0.723,False,Auto-contact via email
D102250,email,0.8,False,Auto-contact via email
D102232,email,0.513,True,Flag for human review
D103725,email,0.723,False,Auto-contact via email
D102346,email,0.697,False,Auto-contact via email
D100757,post,0.564,True,Flag for human review
D102550,email,0.723,False,Auto-contact via email
D100797,email,0.723,False,Auto-contact via email
D103909,email,0.8,False,Auto-contact via email
D101660,sms,0.526,True,Flag for human review
D103877,post,0.706,False,Auto-contact via post
D101900,email,0.723,False,Auto-contact via email
D102968,email,0.723,False,Auto-contact via email
D103820,email,0.513,True,Flag for human review
D100494,email,0.723,False,Auto-contact via email
D101884,email,0.723,False,Auto-contact via email
D100252,email,0.723,False,Auto-contact via email
D101094,email,0.975,False,Auto-contact via email
D100954,post,0.529,True,Flag for human review
D102298,email,0.513,True,Flag for human review
D103727,sms,0.655,False,Auto-contact via sms
D102216,sms,0.526,True,Flag for human review
D102225,email,0.595,True,Flag for human review
D100963,sms,0.526,True,Flag for human review
D100795,email,0.723,False,Auto-contact via email
D103670,sms,0.655,False,Auto-contact via sms
D103697,email,0.513,True,Flag for human review
D103431,email,0.805,False,Auto-contact via email
D100383,email,0.611,False,Auto-contact via email
D103897,email,0.513,True,Flag for human review
D101292,email,0.513,True,Flag for human review
D101422,email,0.723,False,Auto-contact via email
D103467,email,0.723,False,Auto-contact via email
D102242,email,0.723,False,Auto-contact via email
D100879,email,0.513,True,Flag for human review
D100782,email,0.513,True,Flag for human review
D102479,post,0.487,True,Flag for human review
D102472,email,0.891,False,Auto-contact via email
D100826,email,0.8,False,Auto-contact via email
D102488,email,0.513,True,Flag for human review
D100680,sms,0.773,False,Auto-contact via sms
D100657,email,0.513,True,Flag for human review
D102276,email,0.513,True,Flag for human review
D103202,email,0.513,True,Flag for human review
D103029,sms,0.789,False,Auto-contact via sms
D102934,email,0.513,True,Flag for human review
D103174,sms,0.526,True,Flag for human review
D103529,email,0.513,True,Flag for human review
D100586,email,0.513,True,Flag for human review
D102858,email,0.513,True,Flag for human review
D103606,email,0.595,True,Flag for human review
D102120,email,0.595,True,Flag for human review
D101072,email,0.723,False,Auto-contact via email
D101061,email,0.611,False,Auto-contact via email
D101886,sms,0.655,False,Auto-contact via sms
D103581,email,0.723,False,Auto-contact via email
D103167,email,0.723,False,Auto-contact via email
D103235,email,0.513,True,Flag for human review
D100266,email,0.723,False,Auto-contact via email
D101805,post,0.414,True,Flag for human review
D103580,email,0.723,False,Auto-contact via email
D100393,email,0.513,True,Flag for human review
D103846,email,0.513,True,Flag for human review
D101713,email,0.595,True,Flag for human review
D101277,email,0.5,True,Flag for human review
D101225,email,0.513,True,Flag for human review
D101641,email,0.697,False,Auto-contact via email
D103264,email,0.741,False,Auto-contact via email
D101698,post,0.564,True,Flag for human review
D103225,email,0.723,False,Auto-contact via email
D103952,post,0.504,True,Flag for human review
D100314,email,0.513,True,Flag for human review
