debtor_id,age_bracket,debt_amount,days_since_last_contact,prior_contact_attempts,time_of_day_last_contact,day_of_week_last_contact,partial_payment_history,true_p_email,true_p_sms,true_p_post,responded_email,responded_sms,responded_post
D101164,18-25,1369.78,40,1,morning,thu,0,0.2555197398183222,0.258242172648039,0.2789723480711822,0,1,1
D101165,51-65,190.64,22,3,morning,thu,0,0.6193792621574374,0.38134371484604634,0.670028315720312,1,1,1
D101166,51-65,746.18,66,2,night,sun,1,0.38919318542163295,0.3046584887173727,0.8084020502694708,0,0,1
D101167,36-50,253.44,11,0,afternoon,fri,0,0.9834633589730305,0.5286309475953386,0.8731834052853727,1,0,1
D101168,51-65,355.63,36,3,evening,fri,0,0.5852599381481102,0.5591070504743909,0.25168587953309446,1,0,1
D101169,18-25,260.59,70,5,afternoon,wed,1,0.04985048512477596,0.45961310693616597,0.07847685040765735,0,0,0
D101170,26-35,524.83,69,5,afternoon,thu,1,0.44801023550195834,0.6805147549823747,0.11895844338023714,0,1,0
D101171,51-65,132.03,23,1,evening,tue,0,0.7281718705410624,0.6304612369775766,0.1543494555512261,0,1,0
D101172,26-35,100.92,14,3,evening,wed,0,0.6218330000673209,0.3514894205460818,0.14800318624688188,0,0,0
D101173,51-65,137.73,2,0,afternoon,sat,0,0.5754117003761762,0.622742641332173,0.2604993883177023,0,1,1
D101174,36-50,267.67,8,1,afternoon,mon,0,0.42314386092631806,0.35449302839942975,0.3705408625828589,1,0,0
D101175,51-65,200.59,74,5,evening,tue,1,0.9485017363680852,0.16579115710761158,0.8005377140863618,1,1,1
D101176,36-50,463.7,70,2,morning,fri,1,0.7312020544303242,0.6089356494991799,0.6919116892256781,1,1,1
D101177,26-35,791.76,45,4,afternoon,sat,0,0.3064409299507852,0.3502564333680538,0.19386178547534327,1,0,0
D101178,26-35,101.67,51,3,evening,sun,0,0.9240202548682428,0.654332374743014,0.23832012761375695,1,1,1
D101179,26-35,126.4,29,2,morning,fri,0,0.39522662771178246,0.764583831365245,0.8545530752844331,1,0,1
D101180,51-65,67.18,17,1,evening,fri,0,0.8688542562491307,0.2164419447566611,0.7284396068358361,1,0,0
D101181,18-25,1521.32,1,3,morning,wed,0,0.09137750921544122,0.7884531876463375,0.32813455090632543,0,0,0
D101182,18-25,321.89,60,4,evening,wed,1,0.716505837944148,0.7651788976053557,0.43534943293912026,0,1,1
D101183,26-35,376.84,3,1,evening,wed,1,0.5375429363352687,0.7209112828540567,0.4483105461845314,1,1,1
D101184,26-35,73.25,9,2,evening,mon,0,0.8152121822516978,0.715870701223472,0.8619798537622738,1,1,1
D101185,51-65,244.43,71,5,evening,wed,1,0.9357047535748786,0.6284584862666742,0.5599609249608699,1,0,1
D101186,26-35,386.96,52,1,evening,tue,1,0.7357143744098303,0.6626831911932834,0.5212197305632381,1,1,0
D101187,65+,194.91,44,2,afternoon,fri,0,0.12093961972785784,0.8467463851688214,0.24253026033917222,0,1,0
D101188,18-25,644.28,19,2,afternoon,sat,0,0.4192251609642832,0.9038339978430625,0.19172337617282129,0,0,0
D101189,36-50,1959.9,13,2,morning,sun,0,0.4255644201429251,0.3607353712319751,0.24382179851710348,1,0,0
D101190,26-35,104.34,41,3,evening,sun,0,0.7759732917844908,0.5226394342014313,0.5000182384759629,1,1,0
D101191,26-35,97.53,32,4,morning,wed,1,0.9153880075354753,0.6974664523617936,0.2963570147250749,1,0,0
D101192,51-65,111.05,48,2,afternoon,sun,0,0.8897770299616636,0.24355234944158632,0.5580091181406837,1,0,0
D101193,65+,1038.55,14,2,afternoon,sun,0,0.40195650975630554,0.3108939363681741,0.47934857836110906,1,0,1
D101194,51-65,625.23,20,3,evening,thu,0,0.43367425165752216,0.6307100370443732,0.2512499846504586,1,0,0
D101195,26-35,216.59,10,3,afternoon,tue,1,0.4680101579804782,0.4695936656851535,0.23344448882311364,1,1,0
D101196,26-35,252.88,38,2,afternoon,sat,0,0.39947741464195025,0.7465400886624449,0.33025264772033197,0,0,0
D101197,36-50,117.34,24,1,evening,mon,1,0.9040199496956067,0.8814691370524513,0.6240637566985784,1,1,0
D101198,26-35,545.13,20,2,night,wed,1,0.2185847493389203,0.8350679129280465,0.45843514061118623,0,1,0
D101199,51-65,173.83,49,4,evening,thu,0,0.3573591490922535,0.35966220220364525,0.30327827339384605,0,0,1
D101200,36-50,193.63,44,4,afternoon,sun,0,0.6968197199962328,0.5541777220980048,0.3910732515904286,1,1,0
D101201,36-50,423.23,18,4,evening,sun,0,0.414766912035382,0.782417461928079,0.35145822558334305,1,0,1
D101202,51-65,206.6,62,3,morning,sat,0,0.5915213132567886,0.2945355586288765,0.2561361498443856,1,0,0
D101203,36-50,198.05,30,5,afternoon,thu,0,0.39299211747134377,0.4921940438060949,0.4549739488871775,1,1,0
D101204,18-25,247.03,30,2,morning,mon,1,0.697283482974383,0.9766532208077154,0.8602166565329149,1,1,1
D101205,18-25,500.61,43,2,afternoon,sat,1,0.30542471124945575,0.7743752028240062,0.38692263270813937,1,1,0
D101206,36-50,1076.9,12,8,evening,sat,0,0.05974399974147408,0.12951706427807685,0.10585445218001428,0,0,0
D101207,36-50,414.44,37,2,afternoon,thu,0,0.8402130207709377,0.7342517277141439,0.7963447948742862,0,1,1
D101208,26-35,504.2,52,3,evening,thu,0,0.32959389491300406,0.6709859898933248,0.6700879940299229,0,1,0
D101209,26-35,204.41,11,4,evening,sat,0,0.5116710761707702,0.4542540858384514,0.7499160464436372,0,1,1
D101210,51-65,129.41,50,3,afternoon,mon,0,0.43378169139721895,0.17243568897151082,0.5220282892626464,0,0,0
D101211,51-65,440.8,3,1,afternoon,sat,1,0.8572761029971081,0.6782226369053486,0.485803253972182,1,1,0
D101212,36-50,285.46,54,5,evening,thu,0,0.650997338995233,0.3985837339110756,0.20142281089065506,1,1,0
D101213,26-35,68.01,3,4,afternoon,fri,0,0.7788881548594845,0.3886509179576149,0.7008896158282121,1,1,1
D101214,26-35,182.13,15,0,afternoon,tue,1,0.7063649008381778,0.8210696470503974,0.8723407458596997,1,1,1
D101215,36-50,227.1,31,4,afternoon,fri,0,0.6235930143139037,0.4626292889894182,0.22061597093692492,1,1,0
D101216,26-35,154.56,55,2,afternoon,tue,1,0.7885401334567556,0.712432040528632,0.05574811744814832,1,0,0
D101217,36-50,928.49,64,1,afternoon,thu,1,0.9041923874174743,0.6539096528460695,0.5083584469631446,1,1,1
D101218,36-50,376.85,42,2,evening,thu,0,0.736844087250269,0.13111305107398974,0.21986293400896412,1,0,0
D101219,18-25,842.07,11,3,morning,sun,0,0.14261116945561586,0.3193855071545119,0.17399514248039222,0,1,0
D101220,18-25,310.16,34,0,morning,fri,1,0.7283290419422691,0.7260873320563301,0.40117897706819616,1,1,0
D101221,26-35,263.29,70,9,evening,thu,0,0.29108199072530655,0.7392557154866877,0.39343025392502406,0,0,0
D101222,51-65,105.33,8,2,evening,wed,0,0.25929544294336715,0.9465439644088857,0.36943073864624654,0,1,0
D101223,36-50,247.33,64,3,evening,wed,1,0.25536050897603846,0.5653983810078954,0.5724916369868461,1,1,0
D101224,26-35,247.58,34,3,afternoon,fri,0,0.5678525511317786,0.6507070946914881,0.3381182565407366,0,1,0
D101225,51-65,71.49,0,4,night,sun,0,0.5020526207427478,0.04814169344904188,0.10302475557882391,0,0,0
D101226,36-50,150.57,62,2,afternoon,fri,0,0.5669996402651135,0.7093795115244322,0.5784040164594749,1,1,0
D101227,36-50,182.92,2,4,afternoon,fri,0,0.8637967456973745,0.703881197318184,0.34886055829471485,1,1,0
D101228,65+,355.0,33,3,evening,wed,1,0.45900373576029646,0.5430671279602532,0.4364739420263278,1,0,0
D101229,18-25,370.63,17,5,afternoon,thu,1,0.21645378034819912,0.45939231177789563,0.2567679376531328,0,0,0
D101230,26-35,145.01,52,0,evening,fri,0,0.4629884396062538,0.9489290874559095,0.4343950675037147,1,1,0
D101231,36-50,373.15,5,4,night,fri,0,0.3459497808157296,0.848362026714207,0.4825413935905514,0,1,0
D101232,26-35,207.71,8,0,afternoon,wed,1,0.8120676478301595,0.8821168717528111,0.7078129978787366,1,1,0
D101233,36-50,20.0,47,2,morning,wed,0,0.4678322850593737,0.7675281856994157,0.573505665915681,1,1,0
D101234,26-35,158.19,89,0,afternoon,wed,0,0.11293108497150309,0.5840184137241198,0.12889543877115014,0,1,0
D101235,18-25,646.19,3,1,afternoon,wed,0,0.06554343695411798,0.8845639266192463,0.019945296279662413,0,1,0
D101236,26-35,53.86,41,3,evening,wed,0,0.6636809562327447,0.305338849576867,0.4038209045706498,1,0,1
D101237,26-35,270.81,72,6,night,tue,0,0.08886659634028489,0.05363210145601921,0.49385600519071027,0,0,0
D101238,26-35,1019.16,26,2,evening,thu,0,0.09908259304598378,0.2731995194471353,0.29120226359551343,0,0,1
D101239,18-25,123.4,44,1,night,sat,0,0.5023673544518692,0.39767354527385523,0.5292468298189713,0,0,0
D101240,51-65,245.17,75,3,afternoon,mon,0,0.8648013850771097,0.1969648788119165,0.251423547123992,1,0,0
D101241,26-35,75.67,65,2,morning,fri,1,0.6513630158073913,0.7961498982837591,0.3900454491156992,1,1,0
D101242,26-35,1058.39,26,1,afternoon,sat,0,0.5107857052686139,0.4838710831205172,0.16167302958364943,1,1,1
D101243,18-25,227.01,67,0,evening,sat,1,0.6684559796634558,0.7212363983049445,0.6230394779915006,1,1,1
D101244,26-35,255.18,60,1,morning,sat,0,0.07325453553720256,0.24713985833462437,0.1737499613677513,0,0,1
D101245,26-35,827.88,45,4,morning,wed,0,0.6204375845767489,0.20349602692822072,0.8214773708658434,1,0,1
D101246,36-50,443.78,39,2,afternoon,mon,0,0.8730287808003906,0.5159965146427411,0.3060222291079419,0,0,0
D101247,26-35,111.27,83,2,afternoon,sun,0,0.8695401240111106,0.33831721317314356,0.5557560838677433,1,0,0
D101248,51-65,136.65,78,4,evening,fri,0,0.4269162942471937,0.3221975325308138,0.36457290005099086,1,0,0
D101249,65+,382.01,89,2,evening,wed,0,0.21245132498065472,0.3551910473355057,0.87197052029628,0,0,1
D101250,18-25,139.53,60,4,morning,sat,0,0.6902090788347377,0.8754421132363767,0.6456856052792629,1,1,1
D101251,18-25,36.4,32,1,afternoon,wed,0,0.7230689290431501,0.745464627628389,0.27615899031151364,1,1,0
D101252,18-25,233.24,9,1,morning,sat,0,0.7456300691216967,0.9516613586041767,0.4365508503169534,1,1,1
D101253,36-50,64.57,11,2,afternoon,sun,1,0.6666799014231698,0.772362338405552,0.8622604616410035,0,1,1
D101254,18-25,1048.02,85,2,afternoon,sat,0,0.2607910089026673,0.5999083750839146,0.3197555686564953,1,1,0
D101255,51-65,286.89,32,4,evening,fri,1,0.4601586879229097,0.7965117569945793,0.40351389999404513,1,1,0
D101256,51-65,108.35,9,5,evening,tue,0,0.6753590502042477,0.679017343336688,0.573776162836541,1,1,1
D101257,51-65,130.48,20,3,evening,sun,0,0.5614941108912295,0.2474766277444105,0.3580364586345139,0,1,1
D101258,36-50,44.68,1,2,evening,wed,0,0.9810255861689815,0.8665319238996981,0.5329622328556984,1,1,0
D101259,65+,90.97,47,4,morning,fri,1,0.7731006172288063,0.3225464809024616,0.5661135097271551,0,1,0
D101260,18-25,610.75,53,4,evening,fri,0,0.04997746311751599,0.6546165050326619,0.37118591384428273,0,1,0
D101261,26-35,1823.67,34,1,evening,tue,1,0.46699876093121045,0.6638197568363639,0.08885339973245558,1,1,0
D101262,26-35,470.48,66,6,morning,fri,1,0.5638228495539938,0.821391132891598,0.1774919681055658,0,1,1
D101263,65+,225.24,43,3,afternoon,wed,0,0.4397456668820981,0.42848786184150084,0.44164937284181194,0,1,1
D101264,36-50,165.88,86,3,morning,wed,0,0.2507385063433491,0.11507500379069978,0.3593330050797907,0,0,1
D101265,51-65,103.46,68,3,morning,sun,0,0.6726707830935322,0.8134672726379804,0.17061920740629638,0,1,0
D101266,26-35,1562.1,6,2,afternoon,sat,0,0.15706805071644908,0.7353159346290609,0.1565322842989991,0,1,0
D101267,65+,206.46,24,3,afternoon,thu,1,0.8333990397312251,0.35464574647139413,0.8880807079637667,1,0,1
D101268,36-50,1642.65,67,3,night,mon,1,0.10357075001443775,0.12655052113021922,0.7012348513870099,0,0,1
D101269,36-50,857.63,48,2,evening,fri,0,0.4105372584894653,0.687454859793882,0.0392136305841954,1,0,0
D101270,65+,51.07,67,3,evening,sat,0,0.7501994287228002,0.09516694057844924,0.483306364635802,1,0,0
D101271,26-35,134.38,30,5,evening,tue,0,0.7012611837208147,0.7997255116888938,0.697585820186618,0,1,1
D101272,26-35,134.0,3,3,night,sat,1,0.5924497359799993,0.9015172762809389,0.6463393267785039,0,1,1
D101273,36-50,227.72,70,4,afternoon,wed,0,0.5381777016620971,0.2412309628285112,0.5122535323290488,1,0,0
D101274,18-25,231.76,70,2,afternoon,sat,1,0.5244225163692734,0.4758246644327237,0.5712476445299575,1,0,1
D101275,26-35,3628.65,57,2,evening,sat,0,0.025545061033160118,0.12183305535715573,0.07760494908403055,0,0,0
D101276,26-35,92.8,36,0,night,fri,1,0.2767004008667463,0.5350831837286855,0.5980055143402186,1,0,0
D101277,18-25,300.69,0,1,evening,sun,0,0.7247305994493219,0.7971079231080809,0.489899162030912,1,1,1
D101278,51-65,426.18,65,4,morning,mon,0,0.8245971697306628,0.40350464483674325,0.5248708241728428,1,0,0
D101279,36-50,244.35,59,3,evening,wed,1,0.8421716737476456,0.7534067150013712,0.4327112573550916,1,1,0
D101280,26-35,270.2,60,2,afternoon,mon,1,0.7292210573800046,0.48638892858632066,0.46068097875096875,1,1,0
D101281,26-35,95.55,15,2,afternoon,tue,0,0.36841116211800895,0.8684992032470166,0.16189909295395605,1,1,0
D101282,26-35,269.3,65,3,afternoon,wed,1,0.8169862532374161,0.4059235905647597,0.6268529243695505,1,1,0
D101283,36-50,387.71,65,1,evening,mon,0,0.7550160412449088,0.6900973109596569,0.12919532264141845,1,1,1
D101284,65+,328.6,77,3,morning,wed,0,0.646119043716338,0.05591701307903816,0.40009512864956787,0,0,1
D101285,65+,408.78,51,0,afternoon,mon,0,0.8295056146173923,0.754333019920354,0.8041437369586802,1,1,0
D101286,26-35,872.49,65,0,evening,mon,0,0.8532801406764192,0.41757528497985713,0.40258563824355115,1,1,0
D101287,26-35,568.65,36,2,morning,sat,1,0.29116910818934044,0.7976153641416063,0.35250149213065274,0,1,0
D101288,36-50,260.91,62,3,evening,sat,0,0.23132236043452645,0.5671988398772092,0.09647499177388225,1,0,0
D101289,36-50,85.24,62,2,afternoon,thu,0,0.6926331239071154,0.18736441513930124,0.4211400447284422,1,0,0
D101290,36-50,142.59,70,1,evening,thu,1,0.5602527091422016,0.7954005212865288,0.3818034916870951,0,0,1
D101291,36-50,200.8,77,2,morning,wed,0,0.28952100150469334,0.2819104186965057,0.5462643507281548,0,1,0
D101292,36-50,307.08,0,3,night,thu,0,0.8338170357694233,0.47545132089340963,0.34964908584134075,0,0,0
D101293,26-35,159.09,70,2,night,sat,0,0.14186158170605673,0.2930189157212189,0.07751014542225652,0,0,0
D101294,26-35,105.41,71,5,morning,thu,1,0.5586018931458403,0.9057137130114242,0.1520723476240949,1,1,0
D101295,26-35,83.98,49,7,evening,sat,0,0.10584680562484595,0.19371605115652446,0.23811330438674194,0,0,0
D101296,18-25,55.36,46,3,evening,thu,1,0.6602702139177257,0.8495609774488235,0.4694331179973395,0,1,1
D101297,26-35,198.05,65,3,morning,wed,1,0.8572891878888331,0.5060625146776924,0.1962703676522085,1,1,0
D101298,36-50,65.19,40,1,evening,sun,1,0.9366884382987284,0.8546308172106049,0.38003364898929437,1,1,1
D101299,26-35,99.44,37,3,evening,sun,1,0.8747034686743462,0.9690277127869708,0.7012735523389491,1,1,1
D101300,26-35,171.66,72,4,afternoon,tue,0,0.45718237643299114,0.3497239240183589,0.6289087724342078,0,0,1
D101301,36-50,73.53,71,1,night,thu,1,0.8555569290473641,0.5963649849003174,0.6465432977247471,1,1,0
D101302,51-65,344.39,18,4,morning,sat,0,0.6472750626834554,0.2901307033544322,0.4670460112641661,0,0,0
D101303,26-35,476.37,74,4,night,tue,0,0.18287498225245996,0.7003028728001365,0.19886040207426559,0,1,1
D101304,51-65,149.23,29,1,night,sat,0,0.6138214453254447,0.3447985965731097,0.7180311982072359,0,1,1
D101305,65+,165.12,12,2,morning,sun,1,0.8680724934773362,0.7271980022093113,0.7244289208890867,1,1,1
D101306,36-50,396.9,79,1,afternoon,tue,0,0.2485730824451897,0.31963429263158255,0.654099130879302,0,0,0
D101307,36-50,128.69,21,4,evening,tue,1,0.5430319825528884,0.9599836278418117,0.7977833544123913,0,1,0
D101308,18-25,120.97,18,3,evening,sun,1,0.5984867559804891,0.24725122776901662,0.5744915501783008,1,1,1
D101309,65+,718.27,24,2,morning,sun,0,0.17944816434814234,0.37565043307120116,0.52164392065205,1,1,1
D101310,26-35,542.27,44,2,afternoon,sun,0,0.18584845026725774,0.5378930193078847,0.25500142361786104,0,0,0
D101311,65+,420.48,14,1,evening,fri,0,0.5728164439022225,0.4244237559735037,0.25920337578410335,1,0,0
D101312,36-50,562.89,14,0,afternoon,mon,0,0.8868275585228174,0.6815766798184554,0.4522942224699485,1,0,0
D101313,18-25,41.28,35,0,evening,sun,1,0.8734035313121666,0.8181947434172703,0.4528978708836391,1,1,1
D101314,18-25,827.54,19,1,evening,tue,0,0.5780183205415776,0.7562432571252454,0.09317147345978995,0,0,0
D101315,36-50,348.23,17,3,night,tue,0,0.5674481575406266,0.6158880707192084,0.9222420656807216,1,1,1
D101316,36-50,607.71,82,2,morning,sat,0,0.8764653239275155,0.7482406468857646,0.5376397531090131,1,1,1
D101317,18-25,346.7,53,2,night,wed,0,0.1930373878330897,0.06711885830535103,0.1602960443338252,1,0,0
D101318,51-65,255.71,1,3,evening,sun,0,0.7251569841671974,0.8763940426421496,0.9269658878133681,1,1,0
D101319,51-65,190.99,9,2,night,sun,0,0.3586013935460491,0.9280426660799228,0.45737223154855616,0,1,1
D101320,36-50,340.51,73,2,morning,sat,1,0.2810356004680864,0.11635105720830682,0.7411222707831078,0,0,1
D101321,36-50,184.83,24,2,evening,sat,0,0.8890983452570783,0.5373473027944818,0.48506026814579156,1,0,0
D101322,18-25,534.37,13,1,evening,thu,0,0.4832146542815231,0.9315814430459778,0.23615731029166234,0,1,0
D101323,51-65,58.69,59,4,evening,sun,0,0.720996309447096,0.5665369343490613,0.4264210557023954,0,0,0
D101324,26-35,150.29,75,6,morning,sun,1,0.3816809818823688,0.8714281313244386,0.7899364571945157,1,1,1
D101325,51-65,1541.24,35,1,afternoon,tue,1,0.8280407362503043,0.559552359978082,0.7987840464406413,1,1,1
D101326,26-35,139.29,66,3,morning,wed,0,0.256426976070335,0.11829510258709354,0.3200228947325517,0,0,0
D101327,36-50,197.39,37,3,morning,fri,0,0.863018057068251,0.8126207447202449,0.07744749857643868,1,1,0
D101328,26-35,110.57,9,0,evening,sun,1,0.919403315794993,0.9005780583059828,0.6272865442235809,1,1,0
D101329,26-35,331.05,71,3,night,wed,1,0.0994880036239977,0.8833604416479195,0.18228500880609216,0,1,0
D101330,51-65,126.14,82,0,evening,tue,1,0.6503265101404477,0.1710278653419442,0.7676415225646389,1,0,1
D101331,36-50,207.05,88,4,morning,wed,1,0.8255225533746677,0.18311783026612166,0.32336102431162767,1,0,0
D101332,36-50,525.31,9,2,afternoon,sat,0,0.9115536344407423,0.5228870455859661,0.30111351188225777,1,0,1
D101333,65+,130.47,50,2,afternoon,thu,0,0.7707957457072492,0.6924096683686157,0.49141847449010234,1,0,1
D101334,65+,497.58,56,5,morning,tue,1,0.4063493521647183,0.7390986610051343,0.8897505745901694,0,1,1
D101335,51-65,512.86,7,3,evening,sat,0,0.34601753089810916,0.2562736210321459,0.14841919840277415,0,1,0
D101336,26-35,632.36,85,0,morning,fri,0,0.6112266455728717,0.4063983422388949,0.5248437171643598,1,0,1
D101337,36-50,277.68,9,0,morning,thu,1,0.7666845845683813,0.9862444804033728,0.6987993135758293,1,1,1
D101338,51-65,4523.92,24,1,evening,fri,1,0.07198129474757706,0.11172266558671129,0.4112515006028749,0,0,1
D101339,26-35,632.12,87,4,morning,tue,0,0.27533017193362247,0.596210697537297,0.20662700192636885,1,0,0
D101340,18-25,327.8,50,4,afternoon,tue,1,0.7430583508640758,0.61127208529964,0.5469235962704782,1,0,0
D101341,51-65,111.24,61,1,afternoon,sat,0,0.9173480601213221,0.49998947353034134,0.42051453649450243,1,1,1
D101342,36-50,224.22,44,1,morning,fri,1,0.9141763591675172,0.42187680322357446,0.45436312810792334,1,0,1
D101343,36-50,883.33,67,5,evening,sun,1,0.47099556667421255,0.18891050245104488,0.4949480718491453,0,1,1
D101344,65+,1139.77,7,2,afternoon,sun,1,0.31828898092976726,0.3077938245235476,0.9515805588912469,0,0,1
D101345,36-50,925.65,60,2,evening,wed,1,0.7836701475196021,0.37132120354441867,0.16268675792607284,1,1,0
D101346,26-35,496.05,5,1,morning,thu,1,0.9483247412806223,0.7537622139593256,0.6558340261715291,1,1,0
D101347,26-35,79.04,16,1,afternoon,sat,1,0.907339466476689,0.8685761007648877,0.4965126621757424,1,1,1
D101348,26-35,379.34,45,3,evening,mon,0,0.6123687209719414,0.923512563334637,0.2973948545716827,0,1,0
D101349,18-25,80.06,40,3,morning,sun,0,0.2980925221440007,0.46385008101226083,0.08434043703144531,1,1,0
D101350,51-65,64.15,13,2,morning,tue,0,0.7884995642430327,0.28592233169681247,0.16853106170797783,0,0,0
D101351,51-65,303.46,71,1,afternoon,tue,0,0.8429583018736214,0.3845756693846832,0.6111725596793753,0,0,1
D101352,26-35,391.85,27,3,morning,thu,1,0.7202816493689533,0.5288953234126339,0.1934853455799859,1,1,0
D101353,26-35,551.72,77,3,morning,fri,0,0.3686636601104012,0.13030542076883947,0.5881994817010319,1,0,1
D101354,51-65,382.77,1,1,night,wed,1,0.5266031080280086,0.8532164481016467,0.4438474112027261,0,0,1
D101355,18-25,394.82,21,2,afternoon,sun,0,0.935620052572728,0.6873628023217175,0.48008056620200806,1,0,0
D101356,36-50,100.87,26,0,afternoon,sat,0,0.5040615860518676,0.617876809809095,0.33167313532623355,1,0,0
D101357,36-50,222.63,53,1,afternoon,sat,0,0.35886898156283203,0.09074821836575654,0.2850531746915668,0,0,0
D101358,36-50,63.03,36,4,morning,sat,0,0.61820756291797,0.29235709339562516,0.22721282879925347,0,0,0
D101359,26-35,40.32,14,4,evening,mon,0,0.612807213577478,0.3263855959086658,0.5078330298642917,0,0,1
D101360,36-50,476.55,51,2,evening,sat,0,0.8017158381039442,0.40674663686770485,0.6122182244849967,1,0,1
D101361,26-35,124.24,86,2,night,fri,0,0.6455410245912141,0.521865619385641,0.2787310413389305,1,1,0
D101362,36-50,536.6,12,5,morning,tue,1,0.3564296610889868,0.6460280198060548,0.7057502440171192,0,0,1
D101363,18-25,663.49,22,3,morning,sat,0,0.18628467816880934,0.42402813829905583,0.3177034084158812,0,0,1
D101364,36-50,140.14,43,0,evening,mon,1,0.6653523042397358,0.47793033751430003,0.2461541859820042,0,0,0
D101365,36-50,416.25,65,6,afternoon,fri,1,0.7632245437552705,0.4067616567391635,0.6044773114630353,1,0,0
D101366,26-35,134.96,12,7,morning,thu,0,0.6206716530859759,0.699220309389911,0.29426299767128855,0,1,0
D101367,18-25,46.47,20,1,afternoon,mon,0,0.5271022114475821,0.6440043552065698,0.031077242965614947,0,1,0
D101368,26-35,273.41,21,0,morning,wed,1,0.8153543973336715,0.6098017913824234,0.42319432297262755,1,1,0
D101369,26-35,160.17,55,2,evening,mon,1,0.42892141147189994,0.5047415625965063,0.1265683311448242,1,0,0
D101370,18-25,164.67,7,3,evening,sun,0,0.33366416974476526,0.5444046289480372,0.121947086343876,0,0,0
D101371,65+,1447.81,59,3,evening,sat,1,0.11970396584446448,0.1522548326260288,0.6213976762425734,0,0,1
D101372,26-35,61.97,38,1,afternoon,sun,0,0.6551590116397731,0.34473611006329097,0.37299825775933443,1,0,0
D101373,51-65,345.36,29,3,evening,thu,0,0.6827951791723741,0.3366623575523101,0.3173141588165911,1,0,0
D101374,65+,99.95,77,7,evening,wed,0,0.18945010856809374,0.48537093098064527,0.7262424386693237,1,1,1
D101375,18-25,554.15,73,0,evening,sun,1,0.6280581052780754,0.6058916818821998,0.37916289274173276,1,1,0
D101376,36-50,320.09,72,2,afternoon,wed,0,0.8200400588205947,0.159416400712639,0.3038260677154802,1,0,0
D101377,51-65,344.26,79,0,night,wed,0,0.20560975563110886,0.040231772979280565,0.5458046776095528,0,0,1
D101378,36-50,104.54,21,0,afternoon,mon,0,0.7174860368440524,0.9314923147901255,0.7819106108029106,1,1,1
D101379,26-35,122.85,76,1,evening,sat,0,0.6751024949038317,0.7994924241766764,0.04869717826689146,0,0,0
D101380,26-35,563.7,15,4,evening,mon,0,0.5545057937469907,0.7067679418606873,0.7003824406569935,1,1,1
D101381,18-25,1204.38,29,2,evening,mon,0,0.10936245634927318,0.8547530008736332,0.1677407921276622,0,1,0
D101382,36-50,377.01,49,6,night,sat,1,0.29092003885985446,0.543217270944006,0.32887711986961704,0,0,1
D101383,65+,109.11,66,1,afternoon,sat,1,0.5380172254748311,0.3631131412826019,0.6687096995027735,0,1,1
D101384,65+,331.97,51,3,evening,sat,0,0.443804367308864,0.07955638227054752,0.40037921572511936,0,0,0
D101385,18-25,2174.87,50,2,afternoon,sun,0,0.10850058738989588,0.8319452348591774,0.08514874352437661,0,0,0
D101386,36-50,268.32,33,1,evening,mon,0,0.9385688949903463,0.4556079148489338,0.6800040611545333,1,0,0
D101387,26-35,912.02,53,0,morning,wed,1,0.5418345273996694,0.5935892552531659,0.504492051787441,0,0,1
D101388,51-65,125.68,42,2,afternoon,sat,0,0.19255174305695505,0.40863253634790764,0.1289675773800611,1,1,0
D101389,18-25,235.6,42,3,night,wed,1,0.4576390141898499,0.7409907228320349,0.6331842562833623,1,1,1
D101390,65+,427.35,52,3,evening,sat,0,0.8573489889191476,0.37521534021949143,0.7550514936326328,1,0,1
D101391,51-65,349.88,54,4,afternoon,sun,0,0.4258245926377556,0.413035817660909,0.1678965757753449,1,1,0
D101392,18-25,122.76,29,2,morning,sun,0,0.3546488725921346,0.5188126933586513,0.3912844591380318,0,0,0
D101393,18-25,118.09,12,7,afternoon,sat,1,0.41337245872499284,0.7246329366307851,0.6064543862943493,0,1,1
D101394,51-65,595.53,26,2,morning,sat,0,0.6795733713268711,0.5278614661594385,0.16679738628237786,1,0,0
D101395,26-35,715.08,36,1,morning,fri,0,0.4388814448866557,0.44093623451453207,0.43435504500008687,0,1,0
D101396,36-50,954.25,14,2,night,mon,0,0.12470010591565737,0.8105614679190777,0.27433187718103075,0,1,0
D101397,65+,1240.83,15,1,afternoon,thu,1,0.42769837116321036,0.44614497729990943,0.8403598715132093,0,0,1
D101398,36-50,276.21,85,2,morning,sun,0,0.4614865583652795,0.7408899401587375,0.19484225686202156,0,1,0
D101399,26-35,184.92,25,1,evening,sun,1,0.8443013961446809,0.4143017039942356,0.7720034804416018,1,0,1
D101400,26-35,825.42,66,4,morning,tue,1,0.3045170957623994,0.7337842373721516,0.35730184982277435,0,0,0
D101401,18-25,464.87,11,4,afternoon,sat,0,0.3257450618273816,0.40162167485330014,0.19664722243721927,0,0,0
D101402,65+,101.07,87,0,afternoon,wed,0,0.6015569843961314,0.1730608826552079,0.4513505413915481,1,0,0
D101403,26-35,96.52,19,3,morning,wed,0,0.41659442117894935,0.8560800124515824,0.6301032457600152,1,1,0
D101404,26-35,380.98,35,4,afternoon,fri,1,0.6199355701163889,0.6558108317338113,0.2894814819077056,0,0,0
D101405,26-35,208.61,70,3,evening,thu,1,0.7593211474507361,0.9724788200960777,0.7301321970653283,1,1,1
