debtor_id,debt_amount,days_since_last_contact,prior_contact_attempts,partial_payment_history,true_p_email,true_p_sms,true_p_post,responded_email,responded_sms,responded_post,age_18-25,age_26-35,age_36-50,age_51-65,age_65+,tod_afternoon,tod_evening,tod_morning,tod_night,dow_fri,dow_mon,dow_sat,dow_sun,dow_thu,dow_tue,dow_wed,is_weekend_contact,log_debt_amount,contact_intensity
D100056,197.25,83,2,0,0.4465462455870203,0.0660323234564439,0.7498239313827694,1,0,1,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,1,5.289528860514958,0.023809523809523808
D100024,335.69,83,2,0,0.6002904587116101,0.0619304051994139,0.3460793107976355,0,0,1,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,0,5.819162625696274,0.023809523809523808
D101120,514.02,83,3,1,0.639252091436177,0.3693721781876652,0.6728429915164633,1,0,1,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,0,6.2442057348611355,0.03571428571428571
D103849,299.27,83,4,0,0.0550162447580657,0.155869615302755,0.8291796524725912,0,0,1,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,1,5.704682069899037,0.047619047619047616
D100088,608.19,83,2,1,0.1818257572804491,0.5056653156069346,0.4669599879354328,0,0,1,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,1,6.412130205915827,0.023809523809523808
D101123,512.11,83,4,0,0.2544438086895947,0.2786793024211954,0.2788578245902683,0,1,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0,6.240490247136292,0.047619047619047616
D102411,589.5,83,0,1,0.3762589520038759,0.1535384298702863,0.2164147659385308,0,0,0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,0,6.380969635637417,0.0
D102414,268.38,83,2,1,0.5893387471919277,0.5510508608846675,0.3826326700668984,1,0,1,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,0,5.596123022170668,0.023809523809523808
D100630,90.38,83,1,1,0.2359884850174318,0.2771885882983478,0.8214634960329507,0,0,1,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,1,4.515026636135126,0.011904761904761904
D100863,22.53,83,3,0,0.4914016758334529,0.1243924059032164,0.2493989879214977,1,0,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,0,3.158276202739271,0.03571428571428571
D103746,432.63,83,0,1,0.8619304133731606,0.9446788440507348,0.724130689947164,1,1,0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0,6.072191635923926,0.0
D102355,136.51,83,4,1,0.3782463397384059,0.2149040436656455,0.7134695163156326,1,1,1,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,1,4.923696641734853,0.047619047619047616
D102340,1251.83,83,1,1,0.2768693105344874,0.7143969693797263,0.5242222662305602,1,1,1,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,1,7.133160271309983,0.011904761904761904
D100269,331.28,83,4,0,0.08837575011142,0.3228612988720028,0.1483694457806402,1,1,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0,5.805977986970871,0.047619047619047616
D102210,158.41,83,3,0,0.1647500552694075,0.5635749473008714,0.7720624588575219,1,0,1,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,1,5.071479499645555,0.03571428571428571
D100605,124.73,83,3,1,0.8728143564487968,0.2653145881856698,0.4605770813632656,1,0,0,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,1,4.83413675060509,0.03571428571428571
D102256,1046.1,83,5,0,0.0889080918068101,0.0213199245697996,0.4531343159665985,0,0,0,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,1,6.953779717293417,0.05952380952380952
D102846,231.0,83,1,1,0.1963496344935325,0.4666516885693864,0.4906245401987343,0,0,1,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,1,5.44673737166631,0.011904761904761904
D100167,116.49,83,1,1,0.3907318092759758,0.2294732456630693,0.7972182125250424,0,0,1,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,1,4.766353223579481,0.011904761904761904
D100183,258.64,83,2,0,0.5240152579963583,0.4401730052271295,0.5809115359418469,0,0,0,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,1,5.559296056165268,0.023809523809523808
D102827,449.67,83,2,0,0.6254238341959583,0.538460744219906,0.6444376629163637,1,1,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0,6.110735364357151,0.023809523809523808
D102804,288.83,83,5,1,0.7190066728523591,0.275001472897477,0.1869742168864078,1,1,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,0,5.669294544197528,0.05952380952380952
D102732,402.4,83,2,0,0.74982622399754,0.171892670616463,0.1998748758302177,1,0,0,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,1,5.999928625520111,0.023809523809523808
D100261,385.02,83,1,0,0.9318835755773236,0.2985979405661182,0.4591254508000328,1,0,1,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,0,5.9558891815940616,0.011904761904761904
D101852,2143.34,83,0,0,0.7320456748721815,0.2051823392430174,0.4581125184842711,1,0,1,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,1,7.670587091707435,0.0
D101907,168.71,83,1,0,0.1291916590633428,0.3232898921298469,0.4604022706098347,0,0,0,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,0,5.134091098023174,0.011904761904761904
D103141,600.43,83,1,0,0.6727133164303517,0.1756251264191222,0.3697915138194437,0,0,1,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,1,6.399310152915205,0.011904761904761904
D100324,103.04,83,3,1,0.676583610522323,0.4873506637032367,0.2002686048718749,0,0,0,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,0,4.64477544058045,0.03571428571428571
D101247,111.27,83,2,0,0.8695401240111106,0.3383172131731435,0.5557560838677433,1,0,0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,1,4.720906684470688,0.023809523809523808
D100482,288.34,83,6,1,0.9192799715787976,0.4386595138856412,0.7419747317545284,1,1,0,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,0,5.667602467201444,0.07142857142857142
D103538,295.89,83,3,0,0.464094155098007,0.9068333046754228,0.3488951708203178,1,1,1,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,1,5.693361699828284,0.03571428571428571
D103211,68.83,83,0,0,0.561837185715722,0.1639736216979615,0.2500417172765274,0,0,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,0,4.246063716857944,0.0
D103133,688.97,83,1,0,0.1049605017127381,0.4396039362524855,0.2435098126619415,0,1,1,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,0,6.536648118385228,0.011904761904761904
D103113,730.15,83,3,1,0.5637489796968032,0.7845467611939552,0.7965247615062617,1,1,1,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,0,6.594618637057888,0.03571428571428571
D103523,825.56,83,3,1,0.4428719661867148,0.6609745337833904,0.208941305658068,0,1,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0,6.717272509907476,0.03571428571428571
D103535,89.82,83,1,0,0.3688269973391231,0.0892271034801879,0.6872686495842357,0,0,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,0,4.508879525669805,0.011904761904761904
D101062,208.45,83,1,1,0.4430637213397695,0.3967699269927947,0.5925607032225982,1,1,1,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,0,5.344485047393044,0.011904761904761904
D101976,494.86,83,2,0,0.7766396307725846,0.3937494206665166,0.1549614444020415,1,1,0,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,0,6.2062936288181065,0.023809523809523808
D100440,352.98,83,2,1,0.9256095227950308,0.3248846013331064,0.4103644608895828,1,0,0,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,1,5.869240414362608,0.023809523809523808
D100779,63.41,83,5,0,0.5118245039857384,0.6384286875590354,0.2161088871725699,0,1,0,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,1,4.165268900558799,0.05952380952380952
D103322,180.44,83,1,1,0.629122805110731,0.7223403290528642,0.7885171463316364,0,1,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,0,5.200925020539387,0.011904761904761904
D101954,96.23,83,5,0,0.7877181078591895,0.2519462814580194,0.6657907468838731,1,0,1,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,1,4.577079305821566,0.05952380952380952
D100353,669.93,83,1,1,0.8093815060251823,0.7528554098394838,0.3704396569017991,1,0,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,0,6.508664809622172,0.011904761904761904
D103927,84.06,83,3,0,0.1914113965631611,0.0998711543850372,0.2331468869842843,0,0,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,0,4.443356889825488,0.03571428571428571
D100829,549.96,83,2,1,0.2715543371552208,0.5226452580499408,0.1266248711617234,1,1,1,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,0,6.311662211236443,0.023809523809523808
D102563,306.2,83,5,1,0.5479306927209051,0.6514736976953592,0.285017651689695,0,0,0,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,0,5.727499001273517,0.05952380952380952
D103439,178.72,82,2,0,0.907952694040383,0.2888494616044629,0.4206966941535279,1,0,1,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,0,5.191400084201959,0.024096385542168676
D103298,781.27,82,0,0,0.5566032815592957,0.9138009952591362,0.5921497563796352,1,1,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,0,6.662199949496044,0.0
D101778,972.01,82,3,0,0.3209954371482475,0.2608877773035783,0.2783569925058987,0,0,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,0,6.880394359625484,0.03614457831325301
D100860,63.54,82,4,1,0.9410197195761592,0.2485550499846207,0.6010538323294079,1,0,1,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,1,4.167285186623816,0.04819277108433735
D100371,103.27,82,0,0,0.505733228380695,0.1930710683803291,0.3313851740703721,0,0,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0,4.646983688801502,0.0
D100684,303.71,82,3,0,0.4537309683037355,0.4061884698578455,0.8316612845017076,0,1,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,0,5.7193605046195195,0.03614457831325301
D102422,893.73,82,4,0,0.3935484215098787,0.2469965523570421,0.7820215650393302,1,0,1,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,0,6.79652199678385,0.04819277108433735
D101751,284.82,82,1,1,0.9037051542690272,0.957591196741078,0.2050391831731287,0,1,0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0,5.6553622420536485,0.012048192771084338
D103575,20.0,82,5,0,0.8045872426346926,0.5488752654365965,0.2585611602613485,1,1,0,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,0,3.044522437723423,0.060240963855421686
D101733,45.82,82,1,0,0.5767801733104403,0.7718961510293716,0.5263934343544732,0,1,0,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,0,3.846310462062765,0.012048192771084338
D102341,304.0,82,3,0,0.4230873170079234,0.5362429945447754,0.3533154262205011,0,1,0,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,1,5.720311776607412,0.03614457831325301
D100264,261.46,82,4,0,0.8429146449200743,0.0538788301767502,0.4581470897116957,1,0,0,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,0,5.57009868946814,0.04819277108433735
D100892,250.32,82,2,0,0.1251089117429819,0.5327068607412276,0.1517794560605879,0,1,1,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,0,5.526727027534746,0.024096385542168676
D100796,470.03,82,1,0,0.8102003875020053,0.748273145460039,0.2611484599251271,0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0,6.15492178625554,0.012048192771084338
D100791,246.46,82,4,0,0.575953281762774,0.3102307084470256,0.2277328444641129,0,0,1,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0,5.51124895278583,0.04819277108433735
D100717,347.13,82,1,0,0.3664869172004864,0.5041585440617435,0.0362365218806119,0,0,0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0,5.852575973235498,0.012048192771084338
D101901,98.5,82,4,0,0.306837460293744,0.5859958492749106,0.2576194991623217,0,1,0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,1,4.600157644164547,0.04819277108433735
D102744,115.2,82,2,1,0.7304008672392084,0.5639637221144872,0.0722803603816154,0,1,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,4.755312844417811,0.024096385542168676
D101916,44.64,82,3,0,0.52522519044651,0.694996539035533,0.1733199089654518,0,1,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,0,3.8207845249938748,0.03614457831325301
D101859,1082.24,82,6,1,0.2509136920890664,0.6699803371309652,0.2135118526437169,1,0,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0,6.987711829098064,0.07228915662650602
D103595,232.96,82,0,0,0.4648904954348919,0.3973394954130774,0.4308388021904386,1,0,1,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,0,5.455150160574825,0.0
D100243,906.02,82,0,0,0.7974324832098547,0.210690173274973,0.1732228628717156,1,0,0,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,0,6.810164500588671,0.0
D101330,126.14,82,0,1,0.6503265101404477,0.1710278653419442,0.7676415225646389,1,0,1,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,0,4.845288841508263,0.0
D102107,101.35,82,2,1,0.8316657554603886,0.4842333265813225,0.5000666501066549,1,1,0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,0,4.628398312107299,0.024096385542168676
D102981,598.64,82,2,1,0.8665117672913513,0.3165604089372186,0.208590739055043,1,0,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0,6.396329475144114,0.024096385542168676
D100930,720.81,82,2,0,0.5841700323111572,0.7485212158060567,0.1442688607722832,1,1,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,0,6.581761946365974,0.024096385542168676
D100429,160.16,82,2,1,0.6633798995547926,0.0867153128129418,0.46568704253651,1,0,0,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,1,5.082397660323147,0.024096385542168676
D103034,147.7,82,1,0,0.7180850182027173,0.0634640377030957,0.7823387100821879,0,0,1,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,1,5.001930853466109,0.012048192771084338
D102865,192.94,82,0,0,0.2099484242382883,0.6650267094082308,0.8324119120177728,0,1,1,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,0,5.2675488328764,0.0
D102834,121.47,82,4,0,0.4149849985490668,0.2941822724941064,0.3597579543589366,0,0,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,0,4.807866102033196,0.04819277108433735
D102837,329.28,82,2,1,0.2987140614990104,0.7620016987706442,0.7295256095740609,1,1,1,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,5.799940779549228,0.024096385542168676
D100124,415.11,82,5,0,0.2657367106128087,0.3448271129194674,0.1390034138607079,0,1,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0,6.030949648384566,0.060240963855421686
D101316,607.71,82,2,0,0.8764653239275155,0.7482406468857646,0.5376397531090131,1,1,1,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,1,6.411341963819016,0.024096385542168676
D101919,2381.58,82,1,0,0.4485883381303724,0.1862097258849868,0.3168511374606776,1,0,0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,0,7.77593921313881,0.012048192771084338
D102897,162.85,82,3,1,0.2110416681654551,0.8973529570463448,0.7430749320567618,0,1,0,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,1,5.098951375144823,0.03614457831325301
D101608,261.77,82,3,1,0.6762310707092263,0.8606055050365226,0.4276344608945562,0,1,0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0,5.571279124843107,0.03614457831325301
D102333,237.5,81,2,1,0.6445400008790019,0.6328755325248306,0.3032190259593325,1,0,1,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0,5.474369310328396,0.024390243902439025
D102775,170.87,81,1,1,0.6696279851485812,0.5195040514297216,0.7906942541465599,1,0,1,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,0,5.146738377088596,0.012195121951219513
D103449,176.81,81,2,0,0.6609891210057492,0.2045988648684446,0.3142687437360525,1,0,0,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,1,5.180715564467857,0.024390243902439025
D103246,1238.28,81,0,0,0.5863301079689858,0.3649138083110358,0.5896480507843949,1,1,0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0,7.122285844798108,0.0
D103480,69.28,81,2,1,0.5888147123326443,0.5451532640475444,0.7785992048338489,1,0,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0,4.252487263318897,0.024390243902439025
D103939,349.29,81,5,0,0.3801130867529465,0.8767247653799052,0.4420974856486678,0,1,0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,0,5.85876138283622,0.06097560975609756
D100059,95.59,81,5,1,0.7843919200693057,0.7307768600796474,0.3953473671083286,1,1,1,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0,4.570475216191205,0.06097560975609756
D100204,137.21,81,0,0,0.4573879115012434,0.166313718896599,0.5666677003586841,0,0,1,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0,4.928774267615935,0.0
D101051,108.45,81,3,0,0.714508099866185,0.7976650695402678,0.1388540069682101,1,1,1,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0,4.695467823968872,0.036585365853658534
D102014,2805.93,81,2,0,0.067354433112993,0.4681773488979813,0.3381690367916274,0,1,0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,1,7.939846638395074,0.024390243902439025
D100890,163.58,81,2,1,0.7691468819445859,0.3441734152417169,0.4336815930083603,1,0,1,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,0,5.1033967741775665,0.024390243902439025
D101770,301.39,81,2,0,0.4418423610900641,0.1974035672667797,0.7495139760490283,0,0,1,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,1,5.711717574975525,0.024390243902439025
D100020,67.3,81,1,0,0.3033564555482771,0.4256996758609619,0.1530319424123003,0,0,1,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,0,4.223909766576744,0.012195121951219513
D103862,739.74,81,5,1,0.9034650443251454,0.1237260985646288,0.7751152488871387,1,0,1,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,1,6.607649686531299,0.06097560975609756
D103826,949.65,81,3,1,0.29451741825657,0.9375764104647386,0.3178647156381846,0,1,1,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,0,6.857145961155595,0.036585365853658534
D101413,61.93,81,1,0,0.4526630953649713,0.3408293587180339,0.8629247583820602,0,0,1,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,0,4.1420229975388425,0.012195121951219513
D103162,299.24,81,4,1,0.4978560988121281,0.7376200965918019,0.269978365399021,0,1,1,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0,5.704582154826765,0.04878048780487805
D103166,708.47,81,1,0,0.4691698389002779,0.3324702499419547,0.388922725596974,0,0,0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,0,6.564518212408037,0.012195121951219513
D101690,317.33,81,0,0,0.589087900900994,0.04089849117165,0.7625505883705193,1,0,1,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,0,5.7630885805536085,0.0
D100497,767.42,81,1,1,0.7499780638327387,0.7953526856983424,0.5036039114587666,1,1,1,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,0,6.644336458666035,0.012195121951219513
D103184,517.31,81,4,1,0.3751557998161248,0.4798864387224555,0.4207758652023764,0,1,1,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0,6.2505735188548,0.04878048780487805
D101876,232.68,81,0,1,0.7128393553976197,0.8333621374780205,0.1999565325818541,0,1,0,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,0,5.453952658079485,0.0
D100914,918.51,81,3,1,0.2165301428284148,0.3809962587022049,0.5259217015730498,0,1,1,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,1,6.82384091946104,0.036585365853658534
D100185,84.23,81,1,0,0.7616478727205732,0.4912081842915599,0.3941410205581635,1,1,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,0,4.445353484534206,0.012195121951219513
D102248,54.88,81,6,0,0.2945304697050872,0.7839724242014483,0.5456093925652654,0,1,0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0,4.023206534388761,0.07317073170731707
D102263,46.41,81,2,0,0.5519505083237299,0.6224026604640834,0.1406119258956436,1,1,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0,3.8588331769140267,0.024390243902439025
D103677,162.05,81,2,1,0.963854901610897,0.8963757987579205,0.6070156073199694,1,1,1,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,0,5.094056902235328,0.024390243902439025
D102311,131.1,81,1,1,0.6114020439272114,0.6106515811687278,0.715675222467085,1,1,1,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,1,4.883559211528279,0.012195121951219513
D101599,81.22,81,1,0,0.306013665584139,0.9472781275513767,0.6203124737380421,0,1,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0,4.409398581469732,0.012195121951219513
D100519,70.0,81,2,0,0.8749840150909761,0.0649497518536535,0.2123754022915307,1,0,1,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,0,4.2626798770413155,0.024390243902439025
D102668,414.49,81,1,0,0.6504613924581546,0.9095872837035236,0.3874114334424135,1,1,0,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,0,6.029458546617191,0.012195121951219513
D103375,254.29,81,2,1,0.3257015871663353,0.3289655912265289,0.7842595210164036,0,0,1,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,0,5.542400153875902,0.024390243902439025
D101634,420.78,81,1,0,0.2767065749413325,0.6027559164522837,0.1242005282470781,1,1,0,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,0,6.044483851083618,0.012195121951219513
D102145,1466.19,81,2,1,0.3433595402850469,0.0481194443200807,0.7586796131538955,1,0,1,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,0,7.291104285775593,0.024390243902439025
D102132,1668.77,81,1,0,0.1598237487972094,0.0089012429918638,0.4903971740158581,0,0,1,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,1,7.420441171375006,0.012195121951219513
D101869,285.31,81,3,0,0.2938896635306882,0.05880878017013,0.4380737799726401,0,0,0,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,0,5.657075139890874,0.036585365853658534
D101841,217.71,81,1,0,0.652622250768405,0.2942232701575127,0.5029344580230327,0,0,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,0,5.387746651374461,0.012195121951219513
D101135,48.07,80,0,0,0.5020042791818404,0.5653480326265177,0.2949981421281654,0,1,1,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0,3.893247850101812,0.0
D101962,287.01,80,2,1,0.8792247895051831,0.7347309012062536,0.4258241889330164,1,1,0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,0,5.662995201755366,0.024691358024691357
D100094,312.93,80,2,1,0.5366669647542791,0.3955735612291475,0.3456524621959699,1,0,1,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,1,5.749170031119376,0.024691358024691357
D100780,205.3,80,5,1,0.7405591159001036,0.5583448775348564,0.9016715417864029,1,1,1,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0,5.329331420077207,0.06172839506172839
D103910,372.57,80,3,1,0.8784288465465573,0.2237457541799824,0.3559429755414085,0,0,0,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,1,5.9231054033446195,0.037037037037037035
D100344,377.72,80,4,0,0.2781800149362425,0.264223867063511,0.5964085241217684,0,0,1,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,0,5.936797145765674,0.04938271604938271
D103304,287.12,80,3,1,0.583334442142785,0.279731689615558,0.0235435874124814,0,0,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,0,5.663377060021162,0.037037037037037035
D103299,487.03,80,1,1,0.4460062013932348,0.3487148576447212,0.2941419087470966,1,1,0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,0,6.1903768793734475,0.012345679012345678
D102278,300.75,80,1,0,0.3150299716941179,0.1692262277715658,0.723657682085045,0,1,0,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,1,5.709598859977641,0.012345679012345678
D102750,641.92,80,1,0,0.4420474548218182,0.388716580365764,0.5290613227773839,0,0,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0,6.46602029970094,0.012345679012345678
D103291,517.83,80,2,0,0.431341768845534,0.2622427818197648,0.4976232755031424,1,1,1,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,0,6.251576276522179,0.024691358024691357
D103621,1149.25,80,1,0,0.0201409123513324,0.5897307491015228,0.2741499311496174,0,1,0,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,0,7.047734589035578,0.012345679012345678
D100265,125.01,80,1,0,0.6980394691695252,0.2978756512074864,0.1320649005039745,1,0,0,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,0,4.836361268881602,0.012345679012345678
D103583,203.55,80,2,0,0.6418561686460713,0.2625683307986338,0.7056441414304532,1,0,0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,1,5.320812444375408,0.024691358024691357
D100711,416.46,80,4,1,0.8788109305667201,0.2848664539294486,0.4739521646606094,1,0,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,0,6.0341887313177605,0.04938271604938271
D100276,238.4,80,4,0,0.3022456628656215,0.7347424606252757,0.5704197865098363,1,1,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,0,5.478135793123873,0.04938271604938271
D100784,310.69,80,2,1,0.8185015407192335,0.344792905451984,0.7641879470281197,0,0,0,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,0,5.742009104128395,0.024691358024691357
D102890,59.8,80,2,1,0.4183537224898196,0.6464742512352893,0.0844889309647747,0,1,0,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,0,4.107589788972121,0.024691358024691357
D102972,52.69,80,4,0,0.4352149978608979,0.6585740892638384,0.2420708502902209,1,1,1,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,0,3.983226764434478,0.04938271604938271
D102302,139.36,80,4,0,0.1617967499636707,0.4443526525230987,0.3142113956562017,1,1,0,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,1,4.944210550715014,0.04938271604938271
D100160,224.84,80,0,1,0.8228267116654527,0.8410863160405516,0.2876415859681099,1,1,1,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,1,5.419826783945234,0.0
D100132,265.86,80,5,0,0.482923698307059,0.4902445273350609,0.2737337951202352,0,1,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,0,5.5867241763142745,0.06172839506172839
